year,month,day,tag,prey,preynumber,preymass,preysl,preybd,comments,chaoborus
2016,1,13,1867,cichlid,2,0.29,NA,NA,NA,no
2016,1,13,1867,odonata larvae,1,0.03,NA,NA,NA,no
2016,1,14,1872,hap,2,0.65,2.6,0.9,NA,no
2016,1,14,1873,hap,2,3.72,NA,NA,NA,no
2016,2,14,1901,hap,1,1.35,NA,NA,NA,no
2016,2,14,1902,hap,1,0.16,NA,NA,NA,no
2016,2,14,1902,diptera larvae,80,0.13,NA,NA,NA,no
2016,2,14,1904,nile perch,1,0.13,NA,NA,NA,no
2016,2,14,1904,hap,1,0.27,NA,NA,NA,no
2016,3,8,1908,diptera pupae,1,0.01,NA,NA,NA,no
2016,3,8,1908,ephemeroptera larvae,25,0.45,NA,NA,NA,no
2016,3,8,1908,vegitation,1,0.01,NA,NA,NA,no
2016,3,8,1911,vegitation,1,0.01,NA,NA,NA,no
2016,3,8,1911,ephemeroptera larvae,29,0.45,NA,NA,NA,no
2016,3,8,1920,hap,1,5.5,NA,NA,NA,no
2016,3,8,1920,odonata larvae,1,0.18,NA,NA,NA,no
2016,3,8,1924,ephemeroptera larvae,1,0.02,NA,NA,NA,no
2016,3,8,1925,ephemeroptera larvae,25,0.6,NA,NA,NA,no
2016,11,8,1928,ephemeroptera larvae,11,0.03,NA,NA,NA,no
2016,11,8,1928,hap,2,0.13,NA,NA,NA,no
2016,11,8,1930,leech,10,0.22,NA,NA,NA,no
2016,11,8,1930,tilapiine cichlid,1,0.25,2,NA,NA,no
2016,11,8,1930,ephemeroptera larvae,8,0.18,NA,NA,NA,no
2016,11,8,1930,uip,1,0.08,NA,NA,NA,no
2016,11,8,1934,ephemeroptera larvae,7,0.2,NA,NA,NA,no
2016,11,9,1936,ephemeroptera larvae,5,0.1,NA,NA,NA,no
2016,11,9,1936,diptera larvae,7,0.03,NA,NA,NA,no
2016,11,9,1936,ufp,1,0.01,NA,NA,NA,no
2016,11,9,1940,odonata larvae,2,0.39,NA,NA,NA,no
2016,11,9,1940,ephemeroptera larvae,6,0.15,NA,NA,NA,no
2016,11,9,1940,diptera pupae,3,0.01,NA,NA,NA,no
2016,11,9,1940,diptera larvae,1,0.01,NA,NA,NA,no
2016,11,10,1944,hap,1,0.17,NA,NA,NA,no
2016,11,10,1945,hap,2,8.5,6.1,2.1,NA,no
2016,11,10,1945,ufp,1,0.01,NA,NA,NA,no
2016,11,11,1950,rocks,7,0.01,NA,NA,NA,no
2016,11,11,1950,diptera larvae,5,0.01,NA,NA,NA,no
2016,11,11,1950,vegitation,1,0.01,NA,NA,NA,no
2016,11,11,1950,hap,1,0.11,NA,NA,NA,no
2016,11,11,1950,cichlid,1,0.07,NA,NA,NA,no
2016,9,23,1952,ephemeroptera larvae,7,0.17,NA,NA,NA,no
2016,9,23,1953,ufp,1,1.43,NA,NA,NA,no
2016,9,23,1954,hap,1,0.38,NA,NA,NA,no
2016,9,23,1954,vegitation,1,0.01,NA,NA,NA,no
2016,9,22,1962,ephemeroptera larvae,3,0.01,NA,NA,NA,no
2016,9,22,1962,diptera larvae,1,0.01,NA,NA,NA,no
2016,9,22,1962,nile perch,1,0.11,NA,NA,NA,no
2016,9,22,1962,ufp,2,0.11,NA,NA,NA,no
2016,9,22,1962,hap,6,0.47,NA,NA,NA,no
2016,9,22,1963,hap,1,0.42,NA,NA,NA,no
2016,9,22,1963,vegitation,1,0.01,NA,NA,NA,no
2016,9,21,1972,leech,3,0.11,NA,NA,NA,no
2016,9,21,1972,unidentified,1,0.04,NA,NA,NA,no
2016,8,27,13436,barbus,1,0.41,NA,NA,NA,no
2017,6,14,68,hap,1,6.39,NA,NA,NA,yes
2017,6,14,68,vegitation,1,0.002,NA,NA,NA,yes
2017,6,14,68,ephemeroptera larvae,3,0.1,NA,NA,NA,yes
2017,6,14,69,hap,1,6.09,5.6,2,NA,yes
2017,6,14,69,cichlid,1,0.27,NA,NA,NA,yes
2017,6,14,70,ephemeroptera larvae,11,0.23,NA,NA,NA,yes
2017,6,14,70,uip,2,0.003,NA,NA,NA,yes
2017,6,14,74,ephemeroptera larvae,2,0.06,NA,NA,NA,yes
2017,6,15,78,ephemeroptera larvae,13,0.14,NA,NA,NA,yes
2017,6,15,79,hap,1,2.05,NA,NA,NA,yes
2017,6,15,79,cichlid,1,0.72,NA,NA,NA,yes
2017,6,15,82,hap,1,2,3.9,1.9,NA,yes
2017,6,15,82,vegitation,1,0.18,NA,NA,NA,yes
2017,6,15,84,ephemeroptera larvae,3,0.08,NA,NA,NA,yes
2017,6,15,84,chironomid larvae,9,0.01,NA,NA,NA,yes
2017,6,15,84,ufp,4,0.1,NA,NA,NA,yes
2017,6,15,84,unidentified,1,0.05,NA,NA,NA,yes
2017,6,15,84,vegitation,2,0.02,NA,NA,NA,yes
2017,6,15,85,diptera,1,0.02,NA,NA,NA,yes
2017,6,15,85,chaoborus larvae,1,0.001,NA,NA,NA,yes
2017,6,15,85,ephemeroptera larvae,4,0.07,NA,NA,NA,yes
2017,6,15,85,hap,1,0.52,NA,NA,NA,yes
2017,6,15,86,ephemeroptera larvae,6,0.05,NA,NA,NA,yes
2017,6,15,88,chironomid larvae,1,0.001,NA,NA,NA,yes
2017,6,15,88,cichlid,3,0.12,NA,NA,NA,yes
2017,6,15,94,nile perch,1,0.05,NA,NA,NA,yes
2017,6,15,94,ufp,1,0.05,NA,NA,NA,yes
2017,6,15,97,chironomid pupae,1,0.001,NA,NA,NA,yes
2017,6,15,97,chironomid larvae,1,0.001,NA,NA,NA,yes
2017,6,15,97,chaoborus larvae,211,0.24,NA,NA,NA,yes
2017,6,15,97,chaoborus larvae,14,0.01,NA,NA,NA,yes
2017,6,16,98,cichlid,1,0.39,NA,NA,NA,yes
2017,6,16,99,cichlid,1,0.06,NA,NA,NA,yes
2017,6,16,99,ufp,1,0.04,NA,NA,NA,yes
2017,6,17,108,hap,1,5.53,5.6,1.8,NA,yes
2016,7,26,1279,ephemeroptera larvae,125,2.6,NA,NA,NA,yes
2016,7,26,1279,leech,17,0.31,NA,NA,NA,yes
2018,6,5,377,hap,1,0.14,NA,NA,NA,yes
2018,6,5,521,ephemeroptera larvae,1,0.08,NA,NA,NA,yes
2018,6,5,522,hap,1,0.36,NA,NA,NA,yes
2018,6,5,524,ephemeroptera larvae,1,0.1,NA,NA,NA,yes
2018,6,5,525,nile perch,1,0.42,NA,NA,NA,yes
2018,6,5,525,ephemeroptera larvae,1,0.08,NA,NA,NA,yes
2018,6,6,526,ephemeroptera larvae,89,1.98,NA,NA,NA,yes
2018,6,6,529,mukene,2,2.19,NA,NA,NA,yes
2018,6,6,529,ufp,1,0.25,NA,NA,NA,yes
2018,6,6,530,ephemeroptera larvae,9,0.24,NA,NA,NA,yes
2018,6,6,532,ephemeroptera larvae,41,0.78,NA,NA,NA,yes
2018,6,6,532,chironomid larvae,1,0.01,NA,NA,NA,yes
2018,6,7,535,hap,1,1.87,4.3,1.43,NA,yes
2018,6,7,536,hap,6,7,NA,NA,NA,yes
2018,6,7,536,odonata larvae,1,0.37,NA,NA,NA,yes
2018,6,7,536,ufp,2,0.49,NA,NA,NA,yes
2018,7,3,546,ufp,2,1.5,NA,NA,NA,yes
2018,7,3,546,vegitation,1,0.07,NA,NA,NA,yes
2018,6,8,548,ephemeroptera larvae,55,1.43,NA,NA,NA,yes
2018,7,3,549,vegitation,1,0.23,NA,NA,NA,yes
2018,7,3,549,hap,1,1.41,NA,NA,NA,yes
2018,7,3,550,annelid worm,1,0.1,NA,NA,NA,yes
2018,7,4,555,hap,2,3.89,NA,NA,NA,yes
2018,7,6,561,hap,1,0.8,NA,NA,NA,yes
2018,7,6,565,hap,1,1.15,NA,NA,NA,yes
2018,7,6,565,ephemeroptera larvae,32,0.65,NA,NA,NA,yes
2018,7,31,566,hap,1,0.11,NA,NA,NA,yes
2018,7,31,566,annelid worm,5,0.46,NA,NA,NA,yes
2018,7,31,566,chironomid larvae,1,0.01,NA,NA,NA,yes
2018,7,31,566,chironomid pupae,1,0.01,NA,NA,NA,yes
2018,7,31,566,vegitation,1,0.17,NA,NA,NA,yes
2018,7,31,567,odonata larvae,4,2.95,NA,NA,NA,yes
2018,7,31,567,annelid worm,12,0.41,NA,NA,NA,yes
2018,7,31,569,ephemeroptera larvae,41,1.83,NA,NA,NA,yes
2018,7,31,570,annelid worm,28,2.06,NA,NA,NA,yes
2018,7,31,570,odonata larvae,2,0.62,NA,NA,NA,yes
2018,7,31,570,vegitation,1,0.06,NA,NA,NA,yes
2018,7,31,571,annelid worm,2,0.22,NA,NA,NA,yes
2018,8,1,576,annelid worm,2,0.03,NA,NA,NA,yes
2018,8,2,582,chironomid pupae,13,0.14,NA,NA,NA,yes
2018,8,2,582,chironomid,3,0.01,NA,NA,NA,yes
2018,8,2,583,hap,2,1.66,NA,NA,NA,yes
2018,8,2,583,ufp,1,0.03,NA,NA,NA,yes
2018,8,2,584,annelid worm,2,0.17,NA,NA,NA,yes
2018,8,2,584,ufp,1,0.02,NA,NA,NA,yes
2018,8,2,585,hap,1,0.29,NA,NA,NA,yes
2018,8,2,585,odonata larvae,1,0.08,NA,NA,NA,yes
2018,8,3,588,ephemeroptera larvae,48,1.52,NA,NA,NA,yes
2018,8,29,589,ephemeroptera larvae,5,0.11,NA,NA,NA,yes
2018,8,29,592,odonata larvae,8,1.41,NA,NA,NA,yes
2018,8,29,592,ufp,1,0.04,NA,NA,NA,yes
2018,8,30,593,unidentifed,1,0.01,NA,NA,NA,yes
2018,8,30,598,unidentifed,1,0.1,NA,NA,NA,yes
2018,9,1,599,mukene,9,2.68,NA,NA,NA,yes
2018,9,1,599,ufp,1,0.07,NA,NA,NA,yes
2018,9,1,600,mukene,5,2.02,NA,NA,NA,yes
2018,9,1,603,ufp,3,0.67,NA,NA,NA,yes
2018,9,1,603,hap,1,0.21,NA,NA,NA,yes
2018,9,2,605,hap,2,0.35,NA,NA,NA,yes
2018,12,15,613,hap,4,2.42,3.49,1.34,NA,yes
2018,12,15,613,ufp,1,0.24,NA,NA,NA,yes
2018,9,26,618,nile perch,1,1.72,NA,NA,NA,yes
2018,9,26,618,odonata larvae,1,0.86,NA,NA,NA,yes
2018,9,26,618,ephemeroptera larvae,2,0.01,NA,NA,NA,yes
2018,9,26,618,ufp,2,0.45,NA,NA,NA,yes
2018,9,26,619,empty,1,NA,NA,NA,NA,yes
2018,9,26,620,hap,2,0.14,NA,NA,NA,yes
2018,9,27,623,mukene,2,1.39,NA,NA,NA,yes
2018,9,27,623,ufp,2,0.52,NA,NA,NA,yes
2018,9,27,623,odonata larvae,2,1.3,NA,NA,NA,yes
2018,9,27,623,nile perch,1,1.36,NA,NA,NA,yes
2018,10,19,627,hap,1,0.39,NA,NA,NA,yes
2018,10,20,633,hap,1,1.29,NA,NA,NA,yes
2018,10,20,633,annelid worm,6,0.34,NA,NA,NA,yes
2018,10,20,633,chironomid larvae,1,0.01,NA,NA,NA,yes
2018,10,20,636,hap,3,1.84,NA,NA,NA,yes
2018,10,23,637,ufp,1,0.28,NA,NA,NA,yes
2018,10,23,640,hap,1,0.09,NA,NA,NA,yes
2018,10,24,642,hap,2,18.74,7.99,2.92,NA,yes
2018,10,24,642,ufp,1,0.13,NA,NA,NA,yes
2018,10,24,642,odonata larvae,1,0.03,NA,NA,NA,yes
2018,10,24,642,vegitation,1,0.02,NA,NA,NA,yes
2018,11,14,664,odonata larvae,2,0.5,1.88,0.6,NA,yes
2018,11,14,664,ufp,1,0.02,NA,NA,NA,yes
2018,11,14,648,hap,1,1.37,NA,NA,NA,yes
2018,11,14,648,ufp,2,0.36,NA,NA,NA,yes
2018,11,14,650,ephemeroptera larvae,114,3.75,NA,NA,NA,yes
2018,11,14,650,chironomid pupae,1,0.02,NA,NA,NA,yes
2018,11,14,652,odonata larvae,6,3.45,NA,NA,NA,yes
2018,11,14,654,hap,3,8.87,NA,NA,NA,yes
2018,11,14,655,odonata larvae,14,11.88,NA,NA,NA,yes
2018,11,14,656,odonata larvae,14,10.05,NA,NA,NA,yes
2018,11,14,656,tilapiine cichlid,1,0.18,NA,NA,NA,yes
2018,11,14,658,mastacembelus,1,1.33,NA,NA,NA,yes
2018,11,14,658,odonata larvae,1,0.36,NA,NA,NA,yes
2018,11,14,658,ufp,1,0.69,NA,NA,NA,yes
2018,11,14,668,ephemeroptera larvae,30,0.57,NA,NA,NA,yes
2018,11,14,668,hap,1,1.02,NA,NA,NA,yes
2018,11,14,669,ufp,2,0.49,NA,NA,NA,yes
2018,11,14,669,ephemeroptera larvae,1,0.01,NA,NA,NA,yes
2018,11,14,670,odonata larvae,1,0.56,2.11,0.8,NA,yes
2018,11,15,674,ephemeroptera larvae,16,1.32,NA,NA,NA,yes
2018,11,15,674,annelid worm,5,0.11,NA,NA,NA,yes
2018,11,15,675,mukene,2,2.02,4.32,1.19,NA,yes
2018,11,15,678,mukene,1,0.69,NA,NA,NA,yes
2018,11,15,678,ufp,1,0.23,NA,NA,NA,yes
2018,11,16,680,nile perch,1,0.17,NA,NA,NA,yes
2018,11,16,680,ufp,1,0.09,NA,NA,NA,yes
2018,11,16,680,chironomid larvae,6,0.01,NA,NA,NA,yes
2018,11,17,683,hap,1,0.45,NA,NA,NA,yes
2018,11,17,684,barbus,1,0.53,NA,NA,NA,yes
2018,11,17,684,nile perch,4,0.7,NA,NA,NA,yes
2018,11,17,684,ufp,6,0.51,NA,NA,NA,yes
2018,11,17,685,ufp,12,0.72,NA,NA,NA,yes
2018,11,17,685,mukene,2,0.53,NA,NA,NA,yes
2018,11,17,685,chironomid larvae,4,0.01,NA,NA,NA,yes
2018,11,17,687,nile perch,2,2.07,NA,NA,NA,yes
2018,11,17,688,ufp,1,0.07,NA,NA,NA,yes
2018,11,17,688,ephemeroptera larvae,1,0.01,NA,NA,NA,yes
2018,12,12,693,hap,1,1.22,NA,NA,NA,yes
2018,12,12,694,hap,1,1.35,NA,NA,NA,yes
2018,12,13,697,mukene,2,0.78,NA,NA,NA,yes
2018,12,13,697,nile perch,1,0.56,3.01,0.89,NA,yes
2018,12,13,697,hap,1,0.32,NA,NA,NA,yes
2018,12,13,697,ufp,1,0.16,NA,NA,NA,yes
2018,12,13,697,ants,10,0.01,NA,NA,NA,yes
2018,12,13,698,hap,1,3.91,5.26,1.89,NA,yes
2018,12,13,698,ufp,1,0.55,NA,NA,NA,yes
2018,12,13,701,ephemeroptera larvae,10,0.1,NA,NA,NA,yes
2018,12,13,702,ephemeroptera larvae,30,1.11,NA,NA,NA,yes
2018,12,13,704,nile perch,2,2.11,NA,NA,NA,yes
2018,12,13,704,ufp,5,0.47,NA,NA,NA,yes
2018,12,13,704,chironomid larvae,3,0.02,NA,NA,NA,yes
2018,12,13,705,ufp,1,1.08,NA,NA,NA,yes
2018,12,13,706,ufp,3,0.74,NA,NA,NA,yes
2018,12,14,708,ufp,1,0.11,NA,NA,NA,yes
2018,12,15,711,hap,1,2.52,NA,NA,NA,yes
2018,12,15,711,odonata larvae,1,0.49,NA,NA,NA,yes
2018,12,15,711,ufp,3,0.89,NA,NA,NA,yes
2018,12,15,711,annelid worm,1,0.13,NA,NA,NA,yes
2018,12,15,712,hap,3,3.91,3.92,1.33,NA,yes
2018,12,15,712,odonata larvae,1,0.64,NA,NA,NA,yes
2018,12,15,715,odonata larvae,1,0.25,NA,NA,NA,yes
2019,1,9,719,hap,1,0.28,NA,NA,NA,yes
2019,1,9,723,odonata larvae,12,5.83,NA,NA,NA,yes
2019,1,9,725,hap,3,11.03,NA,NA,NA,yes
2019,1,9,725,ufp,1,0.73,NA,NA,NA,yes
2019,1,9,726,hap,4,14.2,5.96,1.92,NA,yes
2019,1,9,727,mukene,1,0.45,NA,NA,NA,yes
2018,1,9,730,mukene,21,9.46,3.9,0.99,NA,yes
2018,1,9,730,ufp,1,0.46,NA,NA,NA,yes
2019,1,9,731,ufp,1,0.67,NA,NA,NA,yes
2019,1,9,731,hap,1,11.27,NA,NA,NA,yes
2019,1,10,737,hap,3,12.99,NA,NA,NA,yes
2019,1,10,745,hap,1,2.62,NA,NA,NA,yes
2019,1,10,747,hap,3,15.49,NA,NA,NA,yes
2019,1,10,747,unidentifed,1,0.35,NA,NA,NA,yes
2019,1,11,752,mukene,8,3.45,NA,NA,NA,yes
2019,1,11,752,ufp,1,0.04,NA,NA,NA,yes
2019,1,11,752,odonata larvae,2,1.12,NA,NA,NA,yes
2019,1,11,754,mukene,2,0.92,NA,NA,NA,yes
2019,1,11,754,ufp,2,0.31,NA,NA,NA,yes
2019,1,12,757,ephemeroptera larvae,10,0.44,NA,NA,NA,yes
2019,1,12,758,odonata larvae,1,0.15,NA,NA,NA,yes
2019,1,12,759,ufp,1,0.03,NA,NA,NA,yes
2019,1,12,759,nile perch,1,0.35,NA,NA,NA,yes
2019,1,12,761,odonata larvae,1,0.8,NA,NA,NA,yes
2019,1,12,761,ufp,1,0.78,NA,NA,NA,yes
2019,1,11,763,odonata larvae,9,3.3,NA,NA,NA,yes
2019,1,12,764,ephemeroptera larvae,6,0.17,NA,NA,NA,yes
2016,7,29,1385,unidentified,1,NA,NA,NA,NA,yes
2016,3,11,1484,hap,3,0.47,NA,NA,NA,yes
2016,2,10,1540,ufp,1,0.15,NA,NA,NA,yes
2016,2,10,1540,cichlid,1,0.04,NA,NA,NA,yes
2016,1,11,1672,cichlid,4,0.15,NA,NA,NA,yes
2016,11,11,1683,nile perch,2,0.56,NA,NA,NA,yes
2016,12,15,1720,ufp,1,0.27,NA,NA,NA,yes
2016,12,15,1720,barbus,1,0.29,NA,NA,NA,yes
2016,12,16,1727,hap,3,0.135,NA,NA,NA,yes
2016,12,16,1727,cichlid,1,0.025,NA,NA,NA,yes
2017,1,18,1761,cichlid,3,0.16,NA,NA,NA,yes
2016,1,13,1861,cichlid,1,0.14,NA,NA,NA,yes
2016,1,14,1872,vegitation,1,0.02,NA,NA,NA,yes
2012,9,5,275,chironomid larvae,2,0.01,NA,NA,NA,yes
2012,6,7,899,hap,2,0.16,NA,NA,DDB,yes
2012,6,7,899,chironomid larvae,1,0.01,NA,NA,NA,yes
2012,6,7,955,hap,1,1.78,NA,NA,Luwafu Landing,yes
2012,6,7,956,chironomid larvae,199,0.14,NA,NA,NA,yes
2012,6,7,953,ufp,1,0.06,NA,NA,DDB,yes
2012,6,7,953,chironomid larvae,1,0.01,NA,NA,NA,yes
2012,6,7,953,diptera larvae,7,0.15,NA,NA,NA,yes
2012,6,8,957,ufp,1,1.43,NA,NA,NA,yes
2012,6,8,957,hap,1,1.67,NA,NA,NA,yes
2012,6,8,957,vegitation,1,0.05,NA,NA,NA,yes
2012,6,9,966,hap,1,1.25,NA,NA,NA,yes
2012,6,9,966,ufp,1,0.24,NA,NA,NA,yes
2012,6,9,966,ephemeroptera larvae,35,1.12,NA,NA,NA,yes
2012,6,9,962,hap,1,1.84,4.5,1.5,NA,yes
2012,6,9,960,nile perch,2,0.15,NA,NA,NA,yes
2015,5,5,382,hap,1,0.71,NA,NA,NA,yes
2013,11,1,673,hap,1,0.31,NA,NA,NA,yes
2013,11,1,673,ufp,1,0.04,NA,NA,NA,yes
2013,11,1,671,hap,6,6.55,NA,NA,NA,yes
2013,11,1,671,ufp,1,0.39,NA,NA,NA,yes
2013,10,30,651,nile perch,2,4.03,NA,NA,NA,yes
2013,11,2,682,hap,2,4.15,4.6,1.6,NA,yes
2013,11,2,680,hap,1,3.04,5.2,1.6,NA,yes
2013,11,2,680,ufp,1,0.33,NA,NA,NA,yes
2013,11,2,688,hap,1,0.07,NA,NA,NA,yes
2013,11,2,683,hap,3,2.52,NA,NA,NA,yes
2013,11,2,681,hap,3,3.21,3.8,1.2,NA,yes
2013,11,2,681,ufp,1,0.27,NA,NA,NA,yes
2013,11,2,686,ufp,1,0.03,NA,NA,NA,yes
2013,11,2,684,hap,3,0.57,NA,NA,NA,yes
2013,11,2,684,ufp,1,0.04,NA,NA,NA,yes
2013,10,31,669,mukene,1,0.38,NA,NA,NA,yes
2013,9,5,281,hap,1,2.09,NA,NA,NA,yes
2013,9,5,281,vegitation,2,0.03,NA,NA,NA,yes
2013,9,5,277,ufp,2,0.23,NA,NA,Lubria,yes
2013,8,6,298,chironomid larvae,2,0.01,NA,NA,NA,yes
2013,8,6,298,hap,1,0.02,NA,NA,NA,yes
2013,9,6,290,nile perch,1,0.37,NA,NA,NA,yes
2013,9,6,291,hap,1,1.4,NA,NA,Katoogo after lubria,yes
2013,9,6,291,nile perch,1,0.43,NA,NA,NA,yes
2013,9,6,291,ufp,2,0.24,NA,NA,NA,yes
2013,9,6,291,chironomid larvae,3,0.01,NA,NA,NA,yes
2013,9,6,296,hap,3,0.53,NA,NA,Katoogo after lubria,yes
2013,9,6,296,ephemeroptera larvae,1,0.01,NA,NA,NA,yes
2013,9,6,296,vegitation,1,0.01,NA,NA,NA,yes
2013,6,9,316,hap,3,12.33,NA,NA,NA,yes
2013,6,9,316,vegitation,1,0.08,NA,NA,NA,yes
2013,8,10,268,hap,1,0.71,NA,NA,NA,yes
2013,6,13,334,odonata larvae,1,0.23,NA,NA,NA,yes
2013,6,13,334,mukene,5,1.48,NA,NA,NA,yes
2013,6,13,334,ufp,6,0.41,NA,NA,NA,yes
2013,6,18,363,ufp,1,0.76,NA,NA,NA,yes
2013,10,24,607,hap,1,0.55,2.5,0.9,NA,yes
2013,10,25,526,hap,1,0.11,NA,NA,NA,yes
2013,10,25,526,ufp,1,0.01,NA,NA,NA,yes
2013,10,25,534,chironomid larvae,6,0.01,NA,NA,NA,yes
2013,10,25,534,ufp,1,0.01,NA,NA,NA,yes
2013,10,25,580,hap,1,5.65,5.9,1.9,NA,yes
2013,10,25,529,nile perch,1,0.17,NA,NA,NA,yes
2013,10,25,529,hap,1,0.11,NA,NA,NA,yes
2013,10,25,579,hap,2,3.35,4.55,1.5,NA,yes
2013,10,25,527,hap,1,0.78,NA,NA,NA,yes
2013,10,25,527,ufp,1,0.44,NA,NA,NA,yes
2013,10,25,583,hap,1,0.68,NA,NA,NA,yes
2013,10,25,582,hap,1,0.12,NA,NA,NA,yes
2013,10,25,532,hap,1,0.12,NA,NA,NA,yes
2013,10,25,532,chironomid pupae,2,0.01,NA,NA,NA,yes
2013,10,25,576,vegitation,1,0.02,NA,NA,NA,yes
2013,10,25,576,hap,4,2.5,NA,NA,NA,yes
2013,10,26,542,hap,1,3.38,5.2,1.6,NA,yes
2013,10,26,542,ufp,1,0.05,NA,NA,NA,yes
2013,10,26,541,hap,1,0.09,NA,NA,NA,yes
2013,10,26,544,ufp,1,0.43,NA,NA,NA,yes
2013,10,26,544,nile perch,1,4.61,NA,NA,NA,yes
2013,10,26,544,hap,3,1.77,NA,NA,NA,yes
2013,10,26,544,vegitation,2,0.18,NA,NA,NA,yes
2013,10,26,547,nile perch,1,0.75,NA,NA,NA,yes
2013,10,26,547,hap,1,1.3,NA,NA,NA,yes
2013,10,26,540,hap,1,5.89,NA,NA,NA,yes
2013,10,26,540,vegitation,2,0.53,NA,NA,NA,yes
2013,9,27,592,chironomid larvae,14,0.02,NA,NA,NA,yes
2013,9,27,597,hap,1,3.04,5,1.6,NA,yes
2013,9,27,597,ufp,1,0.01,NA,NA,NA,yes
2013,10,27,602,hap,1,0.46,NA,NA,NA,yes
2013,10,27,602,ufp,1,0.12,NA,NA,NA,yes
2013,10,27,608,hap,1,1,3.2,1.15,NA,yes
2013,10,27,605,hap,7,4.48,5.12,1.25,NA,yes
2013,10,27,605,ufp,1,0.02,NA,NA,NA,yes
2013,10,27,610,hap,1,1.29,NA,NA,NA,yes
2013,10,27,612,mukene,1,0.6,NA,NA,NA,yes
2013,10,27,612,ufp,2,0.41,NA,NA,NA,yes
2013,10,27,606,odonata larvae,1,0.13,NA,NA,NA,yes
2013,10,27,606,hap,4,2.97,NA,NA,NA,yes
2013,10,27,606,ufp,1,0.07,NA,NA,NA,yes
2013,10,27,601,hap,2,0.24,NA,NA,NA,yes
2013,9,28,586,ufp,2,0.19,NA,NA,NA,yes
2013,9,28,586,nile perch,1,0.19,NA,NA,NA,yes
2013,9,28,587,hap,1,3.1,NA,NA,NA,yes
2013,9,28,590,mukene,3,1.25,NA,NA,Kanya-Nab,yes
2013,10,28,623,chironomid larvae,2,0.01,NA,NA,NA,yes
2013,10,28,623,hap,2,0.18,NA,NA,NA,yes
2013,10,28,623,ufp,1,0.06,NA,NA,NA,yes
2013,10,28,628,barbus,1,0.2,NA,NA,NA,yes
2013,10,28,617,ufp,2,0.29,NA,NA,NA,yes
2013,10,28,617,chironomid larvae,2,0.02,NA,NA,NA,yes
2013,10,28,622,ufp,1,0.17,NA,NA,NA,yes
2013,10,28,625,nile perch,1,2.4,NA,NA,NA,yes
2013,10,28,625,hap,1,0.32,NA,NA,NA,yes
2013,10,28,621,hap,1,0.44,NA,NA,NA,yes
2013,10,28,619,hap,1,1.33,NA,NA,NA,yes
2013,10,28,619,ufp,1,0.19,NA,NA,NA,yes
2013,10,29,636,chironomid larvae,15,0.02,NA,NA,NA,yes
2013,10,29,636,hap,2,0.22,NA,NA,NA,yes
2013,10,29,641,ufp,1,0.12,NA,NA,NA,yes
2013,10,29,634,hap,2,0.61,NA,NA,NA,yes
2013,10,29,635,ufp,1,0.81,NA,NA,NA,yes
2013,10,29,632,mukene,1,0.42,NA,NA,NA,yes
2013,10,29,632,ufp,2,0.44,NA,NA,NA,yes
2013,11,3,692,ufp,1,0.06,NA,NA,NA,yes
2013,10,30,653,nile perch,2,3.38,NA,NA,NA,yes
2013,10,30,653,hap,1,1.59,NA,NA,NA,yes
2013,10,30,646,hap,1,0.1,NA,NA,NA,yes
2013,10,30,646,ufp,1,0.03,NA,NA,NA,yes
2013,11,1,674,ufp,1,0.04,NA,NA,NA,yes
2013,10,31,660,mukene,3,1.38,NA,NA,NA,yes
2013,10,31,660,vegitation,1,0.08,NA,NA,NA,yes
2013,10,31,667,hap,1,0.89,NA,NA,NA,yes
2013,10,31,655,ufp,1,0.38,NA,NA,NA,yes
2013,10,31,655,hap,4,2.2,NA,NA,NA,yes
2013,10,31,655,vegitation,1,0.06,NA,NA,NA,yes
2013,10,31,654,vegitation,1,0.18,NA,NA,NA,yes
2013,10,31,654,hap,1,0.88,NA,NA,NA,yes
2013,10,31,654,ufp,1,0.37,NA,NA,NA,yes
2013,10,31,658,hap,2,0.28,NA,NA,NA,yes
2013,10,31,663,hap,6,4.2,NA,NA,NA,yes
2013,10,31,663,ufp,1,0.12,NA,NA,NA,yes
2015,6,13,439,ephemeroptera larvae,30,0.45,NA,NA,NA,yes
